name,scratch,avatar,video
n2vrxh99ls12s6fboxv93kun2vrxh9zh,https://scratch.mit.edu/projects/840100855,https://soc-character-viewer.netlify.app/aobsiye,https://youtu.be/vs2ljtYtjuw
q9em6gtwgnnkgdlhqp64yq9em6d8wvtu,https://scratch.mit.edu/projects/842879990,https://soc-character-viewer.netlify.app/annina23,https://youtu.be/nF_bNYpXIsA
d4wezkaiwhq7yyxd4wezqxanc28iivo8,https://scratch.mit.edu/projects/846776600,https://soc-character-viewer.netlify.app/richardmarshall,https://youtu.be/szqWL1orMGg
xpna31fx6tq1x71f2dxpna319n53xh6p,https://scratch.mit.edu/projects/843319725,https://soc-character-viewer.netlify.app/hanane,https://www.loom.com/share/d5827b479228490f8d83c3046a6ceb20
ljlgeq5k4l7unuljl7m0crf90ilo738b,https://scratch.mit.edu/projects/841467411,https://soc-character-viewer.netlify.app/alinecruz,https://youtu.be/UIDrChpFLGA
xmvct6qvn64z2u8chxmvcto0arc7k0u1,https://scratch.mit.edu/projects/841380386,https://soc-character-viewer.netlify.app/dougbest99,https://youtu.be/Hk7Og39Vggc
jrmrsc0oumsvi786fxjrmrspr9qpv9nl,https://scratch.mit.edu/projects/832684363/,https://soc-character-viewer.netlify.app/rad,https://youtu.be/zf51FbFTZrA
3x1tf16jvquc909g9c2pizn3x1tf221o,https://scratch.mit.edu/projects/836766238,https://soc-character-viewer.netlify.app/yhj11,https://youtu.be/DYoJSBfPu2M
muu21tp77bzowpxk36nmuu21tpwhcnm8,https://scratch.mit.edu/projects/846882056,https://soc-character-viewer.netlify.app/tyler82,https://youtu.be/-na_NPlaM6s
a8pst9x0sij615nm5i5gco7a8pst9xl2,https://scratch.mit.edu/projects/833748030/,https://soc-character-viewer.netlify.app/kerrymhill123,https://youtu.be/aMfvOD68fjw
og0vh3o4tcgtupipcq89edog0vwhvuog,https://scratch.mit.edu/projects/836073511,https://soc-character-viewer.netlify.app/martinazurli,https://youtu.be/6M5maQEY9GY
kads8abnavkouipflkadso06wctt7xhr,https://scratch.mit.edu/projects/835319583,https://soc-character-viewer.netlify.app/m8,https://www.youtube.com/watch?v=LFogUo4YyV8
no0h63se5hrri893lhno0h63snnmzozx,https://scratch.mit.edu/projects/833571520,https://soc-character-viewer.netlify.app/claudiamendesb,https://youtu.be/CRhFK5Mo294
b0d6isshyqqqahglwfvidnb0d6isdsdn,https://scratch.mit.edu/projects/833795129/,https://soc-character-viewer.netlify.app/ibrahamd,https://youtu.be/0qDOOLurlOI
j19gx6dibnwfnd0zakuj19gx0jl3wbym,https://scratch.mit.edu/projects/843826052,https://soc-character-viewer.netlify.app/ajsquash123, https://youtu.be/8veVe2kn6j0
xe98xljz70329m3or5fuxe98xlwb4m65,https://scratch.mit.edu/projects/846305947,https://soc-character-viewer.netlify.app/maryanarty,https://youtu.be/HZ3OsuZe1mM
7lokv7qnkuass7lokl8mcvkrvqhru612,https://scratch.mit.edu/projects/833869409,https://soc-character-viewer.netlify.app/frankiehep,https://youtu.be/h5Pq_cUDCuo
nsj5z61mfsk13gb5n6ensj5rdfof4h3r,https://scratch.mit.edu/projects/834379709,https://soc-character-viewer.netlify.app/adamjimevans,https://youtu.be/M2_i_Rn0ePw
lrwz8mi7mnzk90lrwz8mldehhp9hwpls,https://scratch.mit.edu/projects/844802252/,https://soc-character-viewer.netlify.app/mohamedelmallah,https://youtu.be/dmnSZ6P4HpA
9vp0euhdo9uyowa9vp0ewp9sb605ea30,https://scratch.mit.edu/projects/846626931,https://soc-character-viewer.netlify.app/mkandil23,https://youtu.be/Tbdx1Z6mGAM
ymy2cy6cv95fuke2ymy2cyik31yf32xh,https://scratch.mit.edu/projects/837739165,https://soc-character-viewer.netlify.app/siyu,https://youtu.be/4aQ6q45zOJ4
ayh6gvqw8nokdqugi67mayh6gvqwjtdn,https://scratch.mit.edu/projects/836366919/,https://soc-character-viewer.netlify.app/owykes1992,https://youtu.be/tyLYRpJW1GY
ow3sfuqtzitomqz3jow3nqd7wxxk6lds,https://scratch.mit.edu/projects/838801503,https://soc-character-viewer.netlify.app/indiagrant,https://youtu.be/5bvtktZqrfs
xv6ucubnfvqc50yy3ekrjxv6ucumz0y4,https://scratch.mit.edu/projects/834952031,https://soc-character-viewer.netlify.app/dan1988,https://youtu.be/B2CCPZYqOHo
knygirqgvfwnkmz608knygirqoctav2m,https://scratch.mit.edu/projects/843225518,https://soc-character-viewer.netlify.app/dalmar ,https://www.youtube.com/watch?v=H0ajhZJX4kk&ab_channel=Dalmar
pf0140x9q1ougbb1w1wispf0140x0ufs,https://scratch.mit.edu/projects/836541233,https://soc-character-viewer.netlify.app/twardle91,https://youtu.be/SdayGmv3xkU
acu7g3g0spvha7aggjmacu7yuh55oehb,https://scratch.mit.edu/projects/841579388/,https://soc-character-viewer.netlify.app/clement,https://vimeo.com/793652407
1193iloxb7jyfl1193heztvws63fnaet,https://scratch.mit.edu/projects/842399730,https://soc-character-viewer.netlify.app/dylanjoseph,https://youtu.be/dGzYeLmOUiI
va09vjzumqlpwva09psshna21hadoq9a,https://scratch.mit.edu/projects/839429884,https://soc-character-viewer.netlify.app/marikaf,https://youtu.be/81odlhyTYTA
9flyq5fo955u8vdwd9flyqc6e3wk4cq5,https://scratch.mit.edu/projects/837441794/,https://soc-character-viewer.netlify.app/akhila,"  https://youtu.be/WxRkV20UQM0,https://youtube.com/shorts/3snxg_2DWhY?feature=share,https://youtube.com/shorts/fzwnJSGKOR0?feature=share,  https://youtube.com/shorts/OGlm0pP9SNs?feature=share"
ycqqckfreike9s7372pycqqckwzi289j,https://scratch.mit.edu/projects/846628258,https://soc-character-viewer.netlify.app/selam,https://youtu.be/piW4ocnoS8k
b8shdvg8hrgrj4hpbrrb8shdhjwdralz,https://scratch.mit.edu/projects/841698501/,https://soc-character-viewer.netlify.app/nad5seven,https://www.youtube.com/watch?v=SxL_MaVyd5k
ou23amhq8v1e2opbsou23am58isj0g9d,https://scratch.mit.edu/projects/843659675/,https://soc-character-viewer.netlify.app/jookz,https://www.youtube.com/watch?v=HYnBqC1pgJg
obqwnpqbt0sc1w01o2cobqwnp032ee6u,https://scratch.mit.edu/projects/845614952,https://soc-character-viewer.netlify.app/Zohaib,https://m.youtube.com/watch?v=-KAPYUH_gfQ&feature=youtu.be
a4au8wihyy1ggiedp5oa4au8qdndkim4,https://scratch.mit.edu/projects/842186248,https://soc-character-viewer.netlify.app/itsdeviheart,https://youtu.be/PPCUxh63WH4
bl1o50vbpet5jkiiqcm0m4bl1o50argl,https://scratch.mit.edu/projects/840195949,https://soc-character-viewer.netlify.app/danielshaw98,https://youtu.be/RQBrQ4_XxA8
d8zwbpel5cmbrbd8z2g16zqu3r83duw0,https://scratch.mit.edu/projects/840280117,https://soc-character-viewer.netlify.app/arthur,https://www.youtube.com/watch?v=OoVG_lTZE2A
04s6aa402tj4pevziy5qa04s6aa4q019,https://scratch.mit.edu/projects/840001231,https://soc-character-viewer.netlify.app/katieh27,https://youtu.be/EAJNnaNt3mg
kj0dr2xopufuo4kj0drqsou6brsbwnk9,https://scratch.mit.edu/projects/844719461,https://soc-character-viewer.netlify.app/emmaimogenpowell,https://youtu.be/sbp0p8GQfNg
bkyulfpmw6c8g08zuzbkyus2onabj924,https://scratch.mit.edu/projects/842079482,https://soc-character-viewer.netlify.app/massimo85,https://youtu.be/v4kJAGUUn0M
du02rknyzq1ca1uqi0wdu0gz29qhodeq,https://scratch.mit.edu/projects/846465547,https://soc-character-viewer.netlify.app/samgerman,https://youtu.be/tYqcltwht_c
o9gmvf5ja49j755zo9gmn0qknst70xik,https://scratch.mit.edu/projects/840317250/,https://soc-character-viewer.netlify.app/jordangoward,https://www.youtube.com/watch?v=V1aRDF-_y74
e9ypmb6xke9eiq5yne9y61dus6erg2l5,https://scratch.mit.edu/projects/840918983,https://soc-character-viewer.netlify.app/calvins,https://youtu.be/UMeaY1twXt0
lgveego1qny18njdplgvee29nfsxdtwt,https://scratch.mit.edu/projects/845175521,https://soc-character-viewer.netlify.app/abdiabdi26,https://youtu.be/nNfdN5Jv_dE
tejs43dob5ah3fllvxtejs43dgvntn4a,https://scratch.mit.edu/projects/840981624,https://soc-character-viewer.netlify.app/adamalrasi1,https://youtu.be/pUtMaR7bNtY
o2ilbr8o1g995ql8o2ilbr8g7du1koc4,https://scratch.mit.edu/projects/841991748,https://soc-character-viewer.netlify.app/luketrevelyan,https://youtu.be/3lbBOkwhKuo
bdxtejlrsqnafi0vfyvbbdxted28s9e1,https://scratch.mit.edu/projects/842846198,https://soc-character-viewer.netlify.app/gvp,https://youtu.be/FxHuyppbe4E
ya0fqu9s4nfmihya0fet4nk2zgmn53p7,https://scratch.mit.edu/projects/847182993,https://soc-character-viewer.netlify.app/jlusk525,https://youtu.be/0TjMMUquCL8
fvpdo10dbb00owzmfvpdo1vj1enzuxcj,https://scratch.mit.edu/projects/565353697,https://soc-character-viewer.netlify.app/https://application.schoolofcode.io/game/smm488,https://youtu.be/AMk0iZiwHws
w7k0ezvfdvb49lbpw7k0e5dsvziid8lh,https://scratch.mit.edu/projects/846544622/,https://soc-character-viewer.netlify.app/umehabiba35,https://linksharing.samsungcloud.com/eKFyu415O7DY
uypy10c8peyf6vw2geuypva640009l1o,https://scratch.mit.edu/projects/846861359   AND   https://scratch.mit.edu/projects/844244400,https://soc-character-viewer.netlify.app/soheilyreza,https://youtu.be/7FCKAUDf0Ks
oej70j47bf0uhv453c61toej70j4ej90,https://scratch.mit.edu/projects/843467115,https://soc-character-viewer.netlify.app/stevo198,https://youtu.be/QjNGZMWFY44
arg1s81c2o1y3f2zo4arg1srpd99eq9p,https://scratch.mit.edu/projects/845490973,https://soc-character-viewer.netlify.app/rajea,https://www.youtube.com/watch?v=LYZhQ9YCBxg
i92xt6xifwq65lpanus4ci92xt6x5urq,https://scratch.mit.edu/projects/847142196,https://soc-character-viewer.netlify.app/oliverhale1,https://youtu.be/8u5iWwCuUqg
zuyd75umxayqmshdmkqm2zuyd75u9fw5,https://scratch.mit.edu/projects/844149880,https://soc-character-viewer.netlify.app/puiuioanadiana,https://www.youtube.com/watch?v=bWBu9AiCE8I
9ds4qi4kdhtgrepdcw89ds4uj39vle41,https://scratch.mit.edu/projects/846337676,https://soc-character-viewer.netlify.app/wendyrichardson,https://youtu.be/t4Yk6woedC8
tzr0mhkyf67si8hycptzrckh5br8lmin,https://scratch.mit.edu/projects/845489865,https://soc-character-viewer.netlify.app/chisfy,https://youtu.be/4K7Q_3kOZkE
jig40onp6cazgpkvq2bcjig40q5zv0dg,https://scratch.mit.edu/projects/846841088,https://soc-character-viewer.netlify.app/tamerlamebilal,https://youtu.be/BMvmZlTCK9Y
seo2lgapsokdfbg0nmseo2lbicsupy7l,https://scratch.mit.edu/projects/847020438,https://soc-character-viewer.netlify.app/bogdan,https://youtu.be/ssATf0nGBVM
wtx1jg611uz8zzvwge8wtx1jrbf941v9,https://scratch.mit.edu/projects/847419374,https://soc-character-viewer.netlify.app/adell00,https://youtu.be/NNus8l2zdmA
2g63yx50trl5b4k9ysmq32g63yxdbf53,https://scratch.mit.edu/projects/761664089,https://soc-character-viewer.netlify.app/yogiz,https://youtu.be/hYnjYcQSgxg
tko71t0j1kttxs61tko71610x432ux8j,https://scratch.mit.edu/projects/846639681/#,https://soc-character-viewer.netlify.app/acarey,https://youtu.be/DLq85KexUY0
yu4nwnwnrsb893d97inuyu4nwnw0kii8,https://scratch.mit.edu/projects/847025997,https://soc-character-viewer.netlify.app/jqcoding,https://youtu.be/47sB1AP_cek
qhxrjfvhozi1vsxvoqhxrjp0ozp8ksdc,https://scratch.mit.edu/projects/846309676,https://soc-character-viewer.netlify.app/sianlouise432,https://youtu.be/A3ZbeqM-514
whzs5m5jrt7rnpj59nwhzs5mv1730eid,https://scratch.mit.edu/projects/846116948,https://soc-character-viewer.netlify.app/daved,https://youtu.be/oecvquXsqkY
rii2f2sa7wlc0a37ngfrii2f2v0b2mt3,https://scratch.mit.edu/projects/674531356,https://soc-character-viewer.netlify.app/amytrinh,https://youtu.be/TFBOgsKLAkU
rdestvhnzzkrdj06jalk0xalrdestvhn,https://scratch.mit.edu/projects/846813845,https://soc-character-viewer.netlify.app/yathreb,https://youtu.be/AsP6SVY8BDA
cx9cmvvsi270ak4kbcx9cmqp505mqvha,https://scratch.mit.edu/projects/789404893,https://soc-character-viewer.netlify.app/creatorcoder364,https://youtu.be/wws-3KOcxV0
jrpe6h4o6ffmyms9jrpeq62u1bf76kh4,https://scratch.mit.edu/projects/573215713/,https://soc-character-viewer.netlify.app/yeoshua,https://youtu.be/KY8XxHRNCrY
pxnizc13zph0ois2ppxnizccbw8s5i3r,https://scratch.mit.edu/projects/847097908,https://soc-character-viewer.netlify.app/dresden,https://youtu.be/xX1mgFljZhM
